Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
February 29 2024,Spokane,WA,Passenger,3039,1466,4505,320768,325273,1.38
October 31 2017,Clark,WA,Passenger,828,558,1386,302189,303575,0.46
November 30 2019,Harford,MD,Passenger,0,1,1,64,65,1.54
January 31 2020,Cumberland,NC,Passenger,1,2,3,498,501,0.60
November 30 2020,Chesapeake,VA,Passenger,0,2,2,426,428,0.47
April 30 2018,Montgomery,MD,Passenger,1,0,1,302,303,0.33
August 31 2022,Solano,CA,Passenger,2,0,2,166,168,1.19
January 31 2019,Montgomery,AL,Passenger,1,1,2,47,49,4.08
January 31 2023,District of Columbia,DC,Passenger,2,0,2,148,150,1.33
August 31 2024,Christian,MO,Passenger,0,1,1,7,8,12.50
August 31 2019,Harrison,MS,Passenger,1,0,1,66,67,1.49
April 30 2017,Clackamas,OR,Passenger,1,1,2,329,331,0.60
September 30 2021,Salt Lake,UT,Passenger,1,1,2,191,193,1.04
January 31 2017,St. Mary's,MD,Passenger,0,1,1,205,206,0.49
January 31 2020,Mason,WA,Passenger,150,132,282,47604,47886,0.59
October 31 2021,Fairfax,VA,Passenger,5,3,8,705,713,1.12
September 30 2022,El Paso,CO,Passenger,3,4,7,614,621,1.13
June 30 2020,Prince George's,MD,Passenger,1,1,2,172,174,1.15
August 31 2020,Cascade,MT,Passenger,0,1,1,61,62,1.61
August 31 2023,Middlesex,NJ,Passenger,1,0,1,20,21,4.76
June 30 2019,Manassas,VA,Passenger,0,1,1,9,10,10.00
November 30 2021,Mohave,AZ,Passenger,1,0,1,63,64,1.56
October 31 2019,Montgomery,PA,Passenger,2,0,2,37,39,5.13
July 31 2019,Santa Cruz,CA,Passenger,1,0,1,41,42,2.38
February 29 2024,Stevens,WA,Truck,3,0,3,18700,18703,0.02
September 30 2018,Fresno,CA,Passenger,1,0,1,201,202,0.50
September 30 2021,Douglas,WA,Passenger,103,51,154,28560,28714,0.54
April 30 2018,San Diego,CA,Passenger,7,2,9,2572,2581,0.35
November 30 2020,Clallam,WA,Passenger,261,172,433,49844,50277,0.86
July 31 2017,Lincoln,WA,Truck,0,0,0,4445,4445,0.00
April 30 2023,Pacific,WA,Truck,3,0,3,7810,7813,0.04
June 30 2022,Spokane,WA,Truck,1,0,1,102074,102075,0.00
June 30 2022,Yakima,WA,Passenger,336,190,526,166848,167374,0.31
August 31 2017,Island,WA,Truck,0,0,0,20511,20511,0.00
October 31 2021,Travis,TX,Passenger,4,4,8,157,165,4.85
February 29 2024,Santa Clara,CA,Passenger,16,3,19,173,192,9.90
July 31 2024,Forsyth,GA,Passenger,1,0,1,6,7,14.29
June 30 2022,Rogers,OK,Passenger,1,0,1,7,8,12.50
April 30 2022,Pierce,WA,Passenger,4812,2250,7062,547629,554691,1.27
February 28 2022,Snohomish,WA,Truck,3,0,3,125056,125059,0.00
May 31 2018,Columbia,WA,Passenger,2,1,3,2412,2415,0.12
February 28 2023,Chesapeake,VA,Passenger,3,1,4,337,341,1.17
December 31 2021,Stafford,VA,Passenger,2,1,3,104,107,2.80
February 28 2018,San Juan,WA,Truck,0,0,0,5640,5640,0.00
September 30 2024,Whitman,WA,Truck,11,0,11,8530,8541,0.13
December 31 2019,Clackamas,OR,Passenger,2,1,3,224,227,1.32
June 30 2017,Okaloosa,FL,Passenger,1,0,1,182,183,0.55
June 30 2018,Fulton,GA,Passenger,1,2,3,102,105,2.86
February 29 2024,Washtenaw,MI,Passenger,0,2,2,23,25,8.00
September 30 2018,Monroe,IL,Passenger,1,0,1,4,5,20.00
September 30 2017,Pacific,WA,Passenger,12,9,21,15255,15276,0.14
October 31 2017,,,Passenger,3,0,3,434,437,0.69
August 31 2019,Pima,AZ,Passenger,1,1,2,422,424,0.47
March 31 2017,Anne Arundel,MD,Passenger,0,1,1,501,502,0.20
September 30 2019,Virginia Beach,VA,Passenger,1,0,1,700,701,0.14
September 30 2018,Kittitas,WA,Truck,0,0,0,14107,14107,0.00
June 30 2017,Volusia,FL,Passenger,0,1,1,49,50,2.00
January 31 2022,Onslow,NC,Passenger,0,1,1,165,166,0.60
July 31 2024,District of Columbia,DC,Passenger,2,1,3,124,127,2.36
July 31 2024,Hillsborough,FL,Passenger,3,1,4,81,85,4.71
November 30 2023,Charlottesville,VA,Passenger,0,2,2,5,7,28.57
May 31 2022,Wichita,TX,Passenger,1,0,1,42,43,2.33
September 30 2023,Pierce,WA,Passenger,8557,2968,11525,527138,538663,2.14
June 30 2020,Okanogan,WA,Truck,0,0,0,16439,16439,0.00
March 31 2024,Howard,MD,Passenger,0,2,2,57,59,3.39
June 30 2021,Grays Harbor,WA,Passenger,168,143,311,49419,49730,0.63
March 31 2022,Garfield,WA,Truck,0,0,0,998,998,0.00
August 31 2018,Clackamas,OR,Passenger,0,1,1,227,228,0.44
March 31 2023,Adams,WA,Truck,2,0,2,5352,5354,0.04
May 31 2024,Middlesex,NJ,Passenger,1,0,1,22,23,4.35
December 31 2021,Hamilton,IN,Passenger,2,0,2,30,32,6.25
October 31 2019,Sangamon,IL,Passenger,1,0,1,5,6,16.67
October 31 2019,Okanogan,WA,Passenger,24,27,51,26243,26294,0.19
August 31 2019,Lewis,WA,Truck,0,0,0,25979,25979,0.00
November 30 2019,Travis,TX,Passenger,4,2,6,216,222,2.70
September 30 2021,Chesapeake,VA,Passenger,1,1,2,416,418,0.48
June 30 2019,Asotin,WA,Passenger,12,8,20,12635,12655,0.16
January 31 2019,Walla Walla,WA,Passenger,42,54,96,36121,36217,0.27
September 30 2019,El Paso,TX,Passenger,3,0,3,467,470,0.64
March 31 2023,Santa Cruz,CA,Passenger,1,0,1,22,23,4.35
February 28 2017,Hidalgo,TX,Passenger,0,1,1,99,100,1.00
February 29 2020,Cascade,MT,Passenger,0,1,1,63,64,1.56
September 30 2024,Northampton,PA,Passenger,1,0,1,11,12,8.33
January 31 2019,Pierce,WA,Passenger,1581,1417,2998,539496,542494,0.55
September 30 2022,Solano,CA,Passenger,2,1,3,168,171,1.75
October 31 2021,Thurston,WA,Truck,0,0,0,56082,56082,0.00
May 31 2021,Clark,WA,Truck,0,0,0,84127,84127,0.00
January 31 2023,Clackamas,OR,Passenger,0,1,1,145,146,0.68
January 31 2023,Kittitas,WA,Truck,5,0,5,14547,14552,0.03
October 31 2022,King,WA,Passenger,45176,11867,57043,1339172,1396215,4.09
May 31 2024,St. Charles,MO,Passenger,1,0,1,26,27,3.70
November 30 2024,Kootenai,ID,Passenger,0,2,2,68,70,2.86
November 30 2023,Essex,MA,Passenger,1,0,1,13,14,7.14
September 30 2021,Mohave,AZ,Passenger,1,0,1,67,68,1.47
November 30 2021,Washtenaw,MI,Passenger,0,1,1,34,35,2.86
March 31 2022,Sevier,AR,Passenger,0,1,1,0,1,100.00
July 31 2024,Benton,WA,Truck,47,0,47,42823,42870,0.11
January 31 2018,Montgomery,TN,Passenger,1,0,1,276,277,0.36
March 31 2019,Mason,WA,Truck,0,0,0,20264,20264,0.00
October 31 2023,San Mateo,CA,Passenger,3,0,3,70,73,4.11
September 30 2021,Grant,WA,Passenger,125,96,221,66823,67044,0.33
June 30 2021,St. Mary's,MD,Passenger,1,0,1,211,212,0.47
November 30 2017,Fulton,GA,Passenger,1,0,1,109,110,0.91
November 30 2022,St. Louis,MO,Passenger,2,0,2,66,68,2.94
October 31 2021,Charles,MD,Passenger,1,1,2,71,73,2.74
March 31 2023,Tom Green,TX,Passenger,0,1,1,18,19,5.26
June 30 2020,Dallas,IA,Passenger,0,1,1,10,11,9.09
July 31 2024,Tompkins,NY,Passenger,1,0,1,9,10,10.00
October 31 2024,Franklin,WA,Passenger,549,201,750,61595,62345,1.20
March 31 2023,Moore,NC,Passenger,0,1,1,117,118,0.85
November 30 2019,Douglas,WA,Truck,0,0,0,12296,12296,0.00
July 31 2019,Benton,WA,Truck,0,0,0,42066,42066,0.00
July 31 2020,El Paso,CO,Passenger,3,1,4,727,731,0.55
October 31 2024,Collin,TX,Passenger,3,0,3,36,39,7.69
June 30 2020,Spokane,WA,Truck,1,0,1,98274,98275,0.00
August 31 2018,Prince George's,MD,Passenger,1,1,2,186,188,1.06
April 30 2021,Sumter,SC,Passenger,0,1,1,36,37,2.70
April 30 2022,Broward,FL,Passenger,2,0,2,99,101,1.98
August 31 2024,Virginia Beach,VA,Passenger,3,3,6,389,395,1.52
March 31 2023,Dallas,TX,Passenger,1,0,1,103,104,0.96
September 30 2019,Montgomery,PA,Passenger,2,0,2,37,39,5.13
March 31 2024,Platte,MO,Passenger,2,0,2,17,19,10.53
September 30 2024,Washoe,NV,Passenger,3,0,3,38,41,7.32
September 30 2017,Clallam,WA,Passenger,95,81,176,48606,48782,0.36
October 31 2017,Columbia,WA,Truck,0,0,0,1543,1543,0.00
July 31 2021,El Paso,CO,Passenger,3,1,4,691,695,0.58
January 31 2017,Virginia Beach,VA,Passenger,2,1,3,653,656,0.46
October 31 2021,Island,WA,Truck,0,0,0,21499,21499,0.00
June 30 2017,Montgomery,MD,Passenger,1,0,1,312,313,0.32
January 31 2017,Clallam,WA,Truck,0,0,0,21040,21040,0.00
November 30 2022,Santa Cruz,CA,Passenger,1,0,1,25,26,3.85
May 31 2024,San Luis Obispo,CA,Passenger,0,1,1,37,38,2.63
August 31 2017,Franklin,OH,Passenger,0,1,1,116,117,0.85
November 30 2020,Washtenaw,MI,Passenger,1,1,2,35,37,5.41
October 31 2021,Wichita,TX,Passenger,1,0,1,45,46,2.17
August 31 2024,Kootenai,ID,Truck,1,0,1,17,18,5.56
April 30 2024,Marin,CA,Truck,1,0,1,5,6,16.67
October 31 2022,Jefferson,IL,Passenger,1,0,1,1,2,50.00
February 28 2021,Mercer,NJ,Passenger,0,1,1,10,11,9.09
July 31 2022,Randolph,NC,Passenger,1,0,1,4,5,20.00
November 30 2019,Pierce,WA,Passenger,2081,1627,3708,547153,550861,0.67
August 31 2018,Pend Oreille,WA,Truck,0,0,0,5720,5720,0.00
September 30 2019,Whitman,WA,Passenger,36,45,81,22693,22774,0.36
March 31 2017,Douglas,WA,Truck,0,0,0,11439,11439,0.00
July 31 2024,Norfolk,VA,Passenger,0,1,1,217,218,0.46
February 28 2018,Okanogan,WA,Passenger,7,19,26,25651,25677,0.10
October 31 2023,Pacific,WA,Passenger,86,100,186,15504,15690,1.19
January 31 2020,Wahkiakum,WA,Passenger,4,5,9,3035,3044,0.30
November 30 2021,Stevens,WA,Passenger,54,43,97,30264,30361,0.32
March 31 2024,Forsyth,GA,Passenger,1,0,1,8,9,11.11
February 29 2020,Santa Cruz,CA,Passenger,1,0,1,39,40,2.50
July 31 2021,Lake,IN,Passenger,0,1,1,11,12,8.33
February 29 2024,Kent,MI,Passenger,1,0,1,16,17,5.88
September 30 2018,,,Passenger,2,2,4,412,416,0.96
July 31 2021,Fairfax,VA,Passenger,5,3,8,715,723,1.11
October 31 2023,Clark,WA,Passenger,6758,2528,9286,313319,322605,2.88
January 31 2021,Whatcom,WA,Truck,3,0,3,43579,43582,0.01
March 31 2024,Montgomery,MD,Passenger,7,1,8,179,187,4.28
February 28 2022,Coryell,TX,Passenger,1,0,1,100,101,0.99
August 31 2019,Cook,IL,Passenger,1,0,1,252,253,0.40
February 28 2023,Franklin,OH,Passenger,1,0,1,62,63,1.59
October 31 2020,Hawaii,HI,Passenger,1,0,1,58,59,1.69
January 31 2021,Nassau,FL,Passenger,1,0,1,37,38,2.63
April 30 2024,Williamsburg,VA,Passenger,0,1,1,1,2,50.00
January 31 2023,Kitsap,WA,Truck,40,0,40,52773,52813,0.08
April 30 2023,Orange,FL,Passenger,2,0,2,72,74,2.70
February 28 2017,Walla Walla,WA,Passenger,17,21,38,34774,34812,0.11
November 30 2021,San Mateo,CA,Passenger,3,0,3,100,103,2.91
July 31 2021,Portsmouth,VA,Passenger,0,1,1,75,76,1.32
May 31 2023,Maricopa,AZ,Passenger,19,5,24,864,888,2.70
August 31 2021,Maricopa,AZ,Passenger,10,5,15,1324,1339,1.12
March 31 2021,Manassas,VA,Passenger,0,1,1,6,7,14.29
August 31 2019,Moore,NC,Passenger,0,1,1,182,183,0.55
September 30 2017,Flathead,MT,Passenger,1,0,1,63,64,1.56
November 30 2024,Virginia Beach,VA,Truck,1,0,1,93,94,1.06
November 30 2024,San Luis Obispo,CA,Passenger,0,1,1,32,33,3.03
November 30 2021,,,Passenger,5,2,7,317,324,2.16
July 31 2017,Virginia Beach,VA,Passenger,2,1,3,650,653,0.46
November 30 2022,Clallam,WA,Passenger,469,257,726,49360,50086,1.45
December 31 2017,Whatcom,WA,Truck,1,0,1,42008,42009,0.00
October 31 2021,San Bernardino,CA,Passenger,1,0,1,399,400,0.25
June 30 2019,St. Mary's,MD,Passenger,1,0,1,209,210,0.48
August 31 2019,St. Mary's,MD,Passenger,1,0,1,214,215,0.47
November 30 2023,Stafford,VA,Passenger,2,0,2,75,77,2.60
October 31 2023,Washington,MD,Passenger,1,0,1,13,14,7.14
February 28 2019,Cochise,AZ,Passenger,0,1,1,115,116,0.86
October 31 2018,Carroll,NH,Passenger,0,1,1,1,2,50.00
November 30 2022,Williamson,TX,Passenger,0,2,2,89,91,2.20
March 31 2022,Norfolk,MA,Passenger,1,0,1,29,30,3.33
April 30 2023,Placer,CA,Passenger,1,0,1,74,75,1.33
September 30 2023,Placer,CA,Passenger,2,0,2,74,76,2.63
December 31 2023,Lexington,SC,Passenger,1,0,1,20,21,4.76
March 31 2020,Lake,FL,Passenger,1,0,1,26,27,3.70
May 31 2022,Richmond,NY,Passenger,1,0,1,2,3,33.33
May 31 2022,Jefferson,NY,Passenger,1,0,1,213,214,0.47
October 31 2017,Okanogan,WA,Passenger,5,17,22,25700,25722,0.09
July 31 2023,Pend Oreille,WA,Truck,0,0,0,5602,5602,0.00
June 30 2024,Bexar,TX,Passenger,3,3,6,328,334,1.80
October 31 2021,Escambia,FL,Passenger,0,1,1,146,147,0.68
May 31 2017,San Diego,CA,Passenger,5,2,7,2747,2754,0.25
September 30 2022,San Francisco,CA,Passenger,3,0,3,90,93,3.23
April 30 2018,Morris,NJ,Passenger,1,0,1,17,18,5.56
January 31 2021,Morris,NJ,Passenger,1,0,1,14,15,6.67
April 30 2023,St. Lawrence,NY,Passenger,1,0,1,5,6,16.67
July 31 2021,Anchorage,AK,Passenger,1,0,1,142,143,0.70
January 31 2019,Lewis,WA,Truck,0,0,0,25658,25658,0.00
November 30 2017,Dakota,MN,Passenger,0,2,2,39,41,4.88
November 30 2017,Skagit,WA,Passenger,160,131,291,89300,89591,0.32
March 31 2022,Walla Walla,WA,Passenger,156,90,246,36070,36316,0.68
April 30 2017,Muscogee,GA,Passenger,0,1,1,247,248,0.40
January 31 2017,Shoshone,ID,Passenger,0,1,1,99,100,1.00
July 31 2021,Placer,CA,Passenger,2,0,2,86,88,2.27
March 31 2017,Guilford,NC,Passenger,1,0,1,32,33,3.03
June 30 2020,Carson City,NV,Passenger,1,0,1,10,11,9.09
February 28 2022,Flathead,MT,Passenger,2,0,2,53,55,3.64
March 31 2019,Twin Falls,ID,Passenger,0,1,1,23,24,4.17
June 30 2022,Galveston,TX,Passenger,1,1,2,21,23,8.70
June 30 2022,Burlington,NJ,Passenger,0,2,2,103,105,1.90
January 31 2022,Williamson,TX,Passenger,1,2,3,113,116,2.59
February 29 2020,Cowlitz,WA,Truck,0,0,0,28985,28985,0.00
August 31 2023,Sacramento,CA,Passenger,3,1,4,177,181,2.21
August 31 2023,Douglas,WA,Passenger,218,68,286,28756,29042,0.98
February 28 2023,Spokane,WA,Truck,25,0,25,101647,101672,0.02
March 31 2017,Deschutes,OR,Passenger,1,0,1,210,211,0.47
June 30 2024,Anchorage,AK,Passenger,1,0,1,86,87,1.15
May 31 2017,Santa Rosa,FL,Passenger,1,0,1,110,111,0.90
October 31 2021,Spartanburg,SC,Passenger,0,1,1,49,50,2.00
May 31 2024,Alexandria,VA,Passenger,3,0,3,82,85,3.53
February 29 2024,Flathead,MT,Passenger,1,0,1,23,24,4.17
December 31 2019,Mercer,NJ,Passenger,0,1,1,17,18,5.56
February 28 2018,St. Lucie,FL,Passenger,1,0,1,26,27,3.70
August 31 2022,Grays Harbor,WA,Passenger,217,163,380,48773,49153,0.77
April 30 2018,Benton,WA,Truck,0,0,0,40848,40848,0.00
April 30 2020,Harrison,MS,Passenger,1,0,1,61,62,1.61
December 31 2018,Riverside,CA,Passenger,2,2,4,698,702,0.57
April 30 2023,Bexar,TX,Passenger,3,3,6,432,438,1.37
June 30 2020,Columbia,WA,Passenger,4,3,7,2416,2423,0.29
February 29 2020,Skagit,WA,Passenger,379,214,593,92426,93019,0.64
January 31 2019,Bexar,TX,Passenger,2,4,6,721,727,0.83
June 30 2020,Fort Bend,TX,Passenger,1,0,1,46,47,2.13
February 28 2019,Santa Fe,NM,Passenger,0,1,1,41,42,2.38
February 28 2023,New York,NY,Passenger,2,0,2,37,39,5.13
October 31 2022,Fairfax,VA,Truck,1,0,1,103,104,0.96
October 31 2020,Wilson,TX,Passenger,0,1,1,6,7,14.29
November 30 2021,Riverside,CA,Passenger,7,0,7,561,568,1.23
July 31 2022,Santa Clara,CA,Passenger,15,3,18,269,287,6.27
November 30 2022,Orange,CA,Passenger,9,3,12,408,420,2.86
April 30 2017,Utah,UT,Passenger,0,1,1,174,175,0.57
June 30 2023,Ferry,WA,Passenger,21,4,25,4323,4348,0.57
March 31 2021,Pacific,WA,Truck,0,0,0,7869,7869,0.00
December 31 2020,Collin,TX,Passenger,2,1,3,132,135,2.22
June 30 2018,Multnomah,OR,Passenger,3,4,7,823,830,0.84
September 30 2020,Bexar,TX,Passenger,3,5,8,621,629,1.27
October 31 2024,Montgomery,MD,Passenger,7,1,8,156,164,4.88
June 30 2021,San Mateo,CA,Passenger,2,0,2,120,122,1.64
June 30 2022,Denton,TX,Passenger,2,0,2,73,75,2.67
September 30 2017,Madison,ID,Passenger,1,0,1,35,36,2.78
February 28 2018,Franklin,MA,Passenger,0,1,1,4,5,20.00
August 31 2018,St. Lucie,FL,Passenger,1,0,1,30,31,3.23
August 31 2020,Collin,TX,Passenger,2,1,3,136,139,2.16
August 31 2023,King,WA,Passenger,62312,15358,77670,1321077,1398747,5.55
August 31 2017,Ferry,WA,Truck,0,0,0,3533,3533,0.00
September 30 2020,Prince William,VA,Passenger,2,3,5,224,229,2.18
January 31 2020,Snohomish,WA,Truck,0,0,0,123606,123606,0.00
November 30 2022,Wahkiakum,WA,Passenger,25,13,38,3039,3077,1.23
September 30 2023,Middlesex,NJ,Passenger,1,0,1,19,20,5.00
August 31 2022,Montgomery,PA,Passenger,1,0,1,24,25,4.00
June 30 2023,Pulaski,MO,Passenger,3,0,3,98,101,2.97
October 31 2017,Hamilton,TN,Passenger,1,0,1,23,24,4.17
February 29 2024,Richmond,NY,Passenger,1,0,1,3,4,25.00
October 31 2018,Virginia Beach,VA,Passenger,2,1,3,695,698,0.43
June 30 2017,Grays Harbor,WA,Passenger,35,31,66,44769,44835,0.15
August 31 2020,Richland,SC,Passenger,0,1,1,148,149,0.67
April 30 2017,Clark,WA,Passenger,755,471,1226,298416,299642,0.41
September 30 2024,Spokane,WA,Truck,140,0,140,100307,100447,0.14
December 31 2018,Sacramento,CA,Passenger,0,1,1,316,317,0.32
January 31 2017,Guilford,NC,Passenger,1,0,1,35,36,2.78
April 30 2020,Tarrant,TX,Passenger,2,0,2,190,192,1.04
May 31 2018,Montgomery,PA,Passenger,2,0,2,35,37,5.41
September 30 2021,Calvert,MD,Passenger,0,2,2,91,93,2.15
November 30 2024,Pulaski,AR,Truck,1,0,1,4,5,20.00
September 30 2020,Cascade,MT,Passenger,0,1,1,61,62,1.61
November 30 2018,Carroll,NH,Passenger,0,1,1,1,2,50.00
December 31 2023,Plaquemines,LA,Passenger,1,1,2,19,21,9.52
April 30 2017,Adams,WA,Passenger,2,3,5,12126,12131,0.04
January 31 2024,Walla Walla,WA,Passenger,272,141,413,35414,35827,1.15
May 31 2020,San Diego,CA,Passenger,15,4,19,2744,2763,0.69
July 31 2023,Yakima,WA,Passenger,516,261,777,165919,166696,0.47
April 30 2021,Charleston,SC,Passenger,2,0,2,92,94,2.13
December 31 2018,Asotin,WA,Passenger,12,9,21,12720,12741,0.16
December 31 2023,Skamania,WA,Truck,2,0,2,3832,3834,0.05
June 30 2021,Pacific,WA,Passenger,45,53,98,16031,16129,0.61
August 31 2021,Snohomish,WA,Passenger,6288,2126,8414,538952,547366,1.54
March 31 2017,Clark,NV,Passenger,1,3,4,883,887,0.45
October 31 2018,Carson City,NV,Passenger,1,0,1,14,15,6.67
July 31 2017,Dane,WI,Passenger,1,0,1,93,94,1.06
January 31 2024,Jefferson,IL,Passenger,1,0,1,1,2,50.00
March 31 2017,Manassas,VA,Passenger,0,1,1,9,10,10.00
September 30 2017,Arlington,VA,Passenger,1,2,3,174,177,1.69
June 30 2021,King,WA,Passenger,30394,9132,39526,1367173,1406699,2.81
May 31 2017,Chelan,WA,Truck,0,0,0,21243,21243,0.00
August 31 2020,Allegheny,PA,Passenger,2,0,2,82,84,2.38
April 30 2020,San Diego,CA,Passenger,14,4,18,2766,2784,0.65
February 28 2018,Garfield,WA,Truck,0,0,0,940,940,0.00
March 31 2018,Anne Arundel,MD,Passenger,0,1,1,466,467,0.21
December 31 2022,Ferry,WA,Passenger,24,4,28,4331,4359,0.64
September 30 2020,Grant,WA,Truck,0,0,0,27291,27291,0.00
November 30 2021,Hudson,NJ,Passenger,1,0,1,42,43,2.33
June 30 2017,Canyon,ID,Passenger,0,1,1,107,108,0.93
May 31 2021,Sarasota,FL,Passenger,2,0,2,39,41,4.88
April 30 2024,Tom Green,TX,Passenger,0,1,1,16,17,5.88
March 31 2023,Riverside,CA,Passenger,8,0,8,469,477,1.68
July 31 2024,Providence,RI,Passenger,1,0,1,18,19,5.26
May 31 2024,Jefferson,WA,Passenger,726,298,1024,24032,25056,4.09
October 31 2018,Columbia,WA,Passenger,2,2,4,2433,2437,0.16
June 30 2022,Whitman,WA,Truck,1,0,1,8561,8562,0.01
July 31 2017,Franklin,WA,Passenger,26,47,73,55720,55793,0.13
July 31 2019,Fresno,CA,Passenger,1,0,1,204,205,0.49
March 31 2019,New London,CT,Passenger,0,1,1,245,246,0.41
November 30 2023,Otero,NM,Passenger,0,1,1,23,24,4.17
July 31 2023,Beaufort,SC,Passenger,1,0,1,33,34,2.94
July 31 2019,Albemarle,VA,Passenger,1,0,1,24,25,4.00
March 31 2018,Cowlitz,WA,Truck,0,0,0,28267,28267,0.00
August 31 2017,Asotin,WA,Truck,0,0,0,6512,6512,0.00
December 31 2019,Columbia,WA,Passenger,3,3,6,2450,2456,0.24
October 31 2018,Polk,FL,Passenger,1,0,1,67,68,1.47
August 31 2018,Fulton,GA,Passenger,1,3,4,106,110,3.64
October 31 2022,Middlesex,MA,Passenger,2,0,2,93,95,2.11
May 31 2023,St. Louis,MO,Passenger,1,0,1,60,61,1.64
July 31 2018,Clay,FL,Passenger,0,1,1,91,92,1.09
March 31 2024,Sarpy,NE,Passenger,1,0,1,58,59,1.69
February 28 2023,Galveston,TX,Passenger,1,1,2,21,23,8.70
August 31 2024,Pulaski,AR,Passenger,1,0,1,20,21,4.76
February 28 2017,DeKalb,IN,Passenger,1,0,1,1,2,50.00
September 30 2023,Thurston,WA,Truck,71,0,71,53660,53731,0.13
May 31 2021,Clallam,WA,Truck,1,0,1,21990,21991,0.00
July 31 2023,Stevens,WA,Truck,2,0,2,18665,18667,0.01
January 31 2022,King,WA,Passenger,36215,10363,46578,1354602,1401180,3.32
December 31 2017,Tarrant,TX,Passenger,1,0,1,231,232,0.43
November 30 2023,Portsmouth,VA,Passenger,0,2,2,59,61,3.28
April 30 2018,Montgomery,TX,Passenger,1,0,1,65,66,1.52
April 30 2019,Montgomery,PA,Passenger,2,0,2,38,40,5.00
March 31 2023,Yuba,CA,Passenger,1,0,1,54,55,1.82
February 29 2020,Osceola,FL,Passenger,1,0,1,44,45,2.22
March 31 2022,RÃ­o Grande,PR,Passenger,1,0,1,0,1,100.00
March 31 2022,Carroll,MD,Passenger,0,1,1,17,18,5.56
March 31 2023,DuPage,IL,Passenger,2,1,3,41,44,6.82
December 31 2020,Juneau,AK,Passenger,0,1,1,30,31,3.23
December 31 2022,Fredericksburg,VA,Passenger,1,0,1,6,7,14.29
March 31 2017,Spokane,WA,Truck,1,0,1,90240,90241,0.00
November 30 2017,Honolulu,HI,Passenger,2,2,4,578,582,0.69
June 30 2020,Stevens,WA,Truck,0,0,0,18635,18635,0.00
November 30 2018,Grays Harbor,WA,Passenger,61,67,128,47363,47491,0.27
August 31 2018,San Juan,WA,Truck,0,0,0,5753,5753,0.00
August 31 2020,Boulder,CO,Passenger,1,1,2,47,49,4.08
February 28 2018,Clay,FL,Passenger,0,1,1,102,103,0.97
September 30 2017,Pacific,WA,Truck,0,0,0,7510,7510,0.00
January 31 2023,Pulaski,MO,Passenger,3,0,3,99,102,2.94
June 30 2020,Owyhee,ID,Passenger,1,0,1,3,4,25.00
April 30 2023,Kauai,HI,Passenger,1,1,2,16,18,11.11
June 30 2019,Richland,SC,Passenger,0,1,1,160,161,0.62
November 30 2024,Thurston,WA,Truck,193,0,193,51500,51693,0.37
February 28 2022,Skamania,WA,Truck,0,0,0,3995,3995,0.00
January 31 2021,Fulton,GA,Passenger,0,3,3,94,97,3.09
November 30 2023,Travis,TX,Passenger,1,2,3,86,89,3.37
July 31 2024,Orange,FL,Passenger,2,0,2,38,40,5.00
March 31 2019,Washoe,NV,Passenger,2,0,2,112,114,1.75
November 30 2023,Douglas,NE,Passenger,2,1,3,30,33,9.09
November 30 2020,Chelan,WA,Passenger,271,84,355,54361,54716,0.65
November 30 2020,Denver,CO,Passenger,1,0,1,119,120,0.83
March 31 2021,Lake,IL,Passenger,2,0,2,165,167,1.20
November 30 2021,Greene,MO,Passenger,0,1,1,32,33,3.03
August 31 2020,Oldham,KY,Passenger,0,1,1,5,6,16.67
January 31 2024,Okanogan,WA,Truck,8,0,8,16369,16377,0.05
January 31 2023,Lee,FL,Passenger,1,0,1,37,38,2.63
September 30 2024,Cook,IL,Passenger,1,1,2,126,128,1.56
February 28 2021,Henrico,VA,Passenger,0,1,1,19,20,5.00
December 31 2017,Cowlitz,WA,Passenger,54,67,121,70740,70861,0.17
November 30 2017,Lincoln,WA,Passenger,2,6,8,7549,7557,0.11
November 30 2021,Asotin,WA,Passenger,21,17,38,12728,12766,0.30
July 31 2024,New London,CT,Passenger,2,4,6,159,165,3.64
March 31 2020,Honolulu,HI,Passenger,4,2,6,499,505,1.19
March 31 2023,St. Louis,MO,Passenger,1,0,1,63,64,1.56
February 28 2023,Loudoun,VA,Passenger,3,1,4,62,66,6.06
March 31 2022,Montgomery,AL,Passenger,2,1,3,36,39,7.69
May 31 2020,Duval,FL,Passenger,0,2,2,363,365,0.55
April 30 2023,Franklin,OH,Passenger,1,0,1,59,60,1.67
October 31 2024,Pulaski,AR,Truck,1,0,1,4,5,20.00
July 31 2021,Island,WA,Truck,0,0,0,21512,21512,0.00
August 31 2018,Montgomery,TX,Passenger,2,0,2,66,68,2.94
August 31 2023,Mason,WA,Truck,14,0,14,20577,20591,0.07
April 30 2023,Hardin,KY,Passenger,1,0,1,65,66,1.52
November 30 2020,Carroll,NH,Passenger,0,1,1,4,5,20.00
October 31 2020,Eagle,CO,Passenger,1,0,1,7,8,12.50
June 30 2021,Kitsap,WA,Passenger,1846,849,2695,180256,182951,1.47
December 31 2020,Clackamas,OR,Passenger,3,0,3,195,198,1.52
July 31 2017,Riverside,CA,Passenger,1,1,2,803,805,0.25
